Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
PLC: Industrial Sensors,"Industrial control systems cannot—unlike humans—see, hear, and monitor processes by themselves. Instead, they use industrial sensors to convert mechanical, magnetic, thermal, optical, and chemical variations into electric voltages and currents. In this course, Zara Khalil covers the most common types of industrial sensors used within the field of industrial automation. She looks at proximity, temperature, pressure, and level sensors, and explores the operating principles and common applications of each. Plus, Zara highlights useful resources to continue your learning journey. If you’ve got the basics of programmable logic controllers (PLCs) programming down and want to see what you can do with industrial sensors, join Zara in this course.",Course,2021-11-03 16:23 UTC,N/A,false,N/A,
International Logistics,"<p>As more and more businesses today go global and more and more materials and merchandise are transferred from one country to another, it’s more important than ever to understand the requirements of conducting logistics activities internationally. In this course, Steven Brown covers the information that anyone who ships materials internationally needs to know. Steven covers topics like how logistics evolved globally, the special considerations unique to international logistics (including security and managing cultural differences), the different transportation modes available, and effective methods for controlling inventory. He also looks at the 11 international commercial terms, or “Incoterms,” that define the responsibilities of sellers and buyers in global trade.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/cscmp-supply-chain-foundations-transportation-professional-certificate?u=104"" target=""_blank"">Professional Certificate</a> from CSCMP.</p>",Course,2022-09-21 04:34 UTC,N/A,false,N/A,
JavaScript Essential Training (2017),"JavaScript is a scripting language of the web. As the web evolves from a static to a dynamic environment, technology focus is shifting from static markup and styling—frequently handled by content management systems or automated scripts—to dynamic interfaces and advanced interaction. Once seen as optional, JavaScript is now becoming an integral part of the web, infusing every layer with its script.
<br><br>Through practical examples and mini-projects, this course helps you build your understanding of JavaScript piece by piece, from core principles like variables, data types, conditionals, and functions through advanced topics including loops, closures, and DOM scripting. Along the way, you will also be introduced to some ES6 and the basics of JavaScript libraries.",Course,2018-04-03 03:40 UTC,N/A,true,N/A,
The 7 Secrets of Responsive Leadership (getAbstract Summary),"There are many different management styles, some more effective than others. Many leaders use a systematic approach, believing that dramatic change or reform will help them reach their goals. This audio-only course, adapted from Jackie Jenkins-Scott’s book <i>The 7 Secrets of Responsive Leadership</i>, shows how leaders who take a responsive approach can be more effective by concentrating on the people in their organizations and working to create a shared vision instead of imposing their views. The course covers the seven secret practices responsive leaders can employ to transform the culture of their organizations and create a ripple effect across the corporate culture as others try to emulate their success. If you’re looking for new ways to lead, or simply interested in learning about or practicing responsive leadership, check out this course.
 
<br><br>
Note: This course was created by getAbstract. We are pleased to host this training in our library.",Course,2022-02-03 10:23 UTC,2022-02-03 09:54 UTC,false,N/A,
ChatGPT Prompts for Small Businesses,"<p>This comprehensive course from creative expert Dave Birss is designed to empower small businesses and startups (as well as larger businesses) to enhance their competitiveness and achieve greater success. Delve into key topics essential for business growth as you learn to leverage AI prompts that augment thinking and encourage alternative approaches. Go over competitor analysis, identifying profitable niches, fostering innovation, effective scaling strategies, scenario planning, establishing brand purpose, and proactive risk planning. Gain valuable insights, practical skills, and actionable techniques to stay ahead in a dynamic business landscape. Whether you aspire to outperform competitors, identify untapped opportunities, drive innovation, or navigate uncertainties, this course equips you with the knowledge and tools necessary to elevate your business to new heights.</p>
 
<p>This course was created by Dave Birss. We are pleased to host this training in our library.</p>",Course,2024-09-18 08:54 UTC,N/A,false,N/A,
"Management Excellence at Microsoft: Model, Coach, Care","The role of the manager is arguably one of the most important roles in any organization. Providing managers with clear expectations of their role, and how it aligns with the goals of the organization is critical. In this course, learn how Microsoft, a company recognized for its leadership excellence, grows and cultivates managers with a simple and easily applied framework: Model, Coach, Care.
Join Joe Whittinghill, Corporate Vice President, Talent, Learning, and Insights, along with Satya Nadella, Kathleen Hogan, Jason Zander, Jean-Philippe Courtois, and Amy Hood as they share the approach to manager excellence and keys to empowering managers to deliver success. Through the passion and dedication of these members, explore and reflect on management behaviors and how this framework can be applied to your practice as a manager.",Course,2022-03-22 18:25 UTC,N/A,false,N/A,
JMeter: Performance and Load Testing,"Interested in adding load testing to your professional tool kit? In this course, learn how to use Apache JMeter, a popular open-source performance testing tool, to create and execute load tests that help you highlight performance issues in your software. Instructor Mike Smith takes you through the installation and setup of JMeter and JRE on Windows, and then shows how to create and run your first load test. Mike also goes over how to improve your load test by adding timers and assertions, how to run your load test through the CLI, and how to view your results in different ways by creating an HTML dashboard at CLI runtime.",Course,2022-02-06 10:25 UTC,2022-02-06 10:22 UTC,false,N/A,
Blender: Python Scripting,"Make Blender better by harnessing the power of Python. Whether you're an artist or a developer, scripting is a great selling point to add to your resume. Once you master the basics, you can automate time-consuming modeling and animation tasks, customize the Blender interface, or even package to share or sell your enhancements to other users. Patrick W. Crawford shows how to use Blender's built-in Python console window and the bpy library to create simple one-line scripts, create custom panels and menus, and build and package add-ons. These techniques will take your Blender skills to the next level and help you enter an exciting new world of Python programming.",Course,N/A,N/A,true,N/A,
PHP: Choosing a PHP Editor (2015),"A coding professional needs professional tools, and while you can write PHP with a regular text editor, a specialized editor or IDE will make the job easier and your code more accurate. In this course, programming expert Joseph Lowery takes you on a survey of the most popular all-purpose and PHP-specific editors. Learn what features are absolutely required from any good editor; explore options that can boost your productivity, like snippets and database integration; and then take a look at tools that work with multiple technologies (such as Aptana Studio, Sublime Text, and Cloud 9) and those more directly targeted at PHP (like Eclipse or PhpStorm). This course is vital to anyone starting on the path to PHP programming, as well as developers seeking to ramp up their efficiency.",Course,2018-04-02 04:34 UTC,N/A,false,N/A,
Strategic Thinking (2017),"Strategic thinking is the ability to think on a big and small scale, long and short term, and into the past and the present. While strategic thinking is a valuable skill for everyone in an organization, it becomes increasingly essential as you ascend the ladder. In fact, you may have a difficult time being promoted or succeeding as a leader without it. Yet, no one formally teaches strategic thinking—so it's critical to take the initiative and learn how to do it yourself. This course teaches managers and leaders how to use strategic thinking to guide the direction of their teams and come up with solutions to key business problems. Career and personal branding expert Dorie Clark shows you how to carve out time to think about strategy, gather data, learn from the past, create a vision for the future, and implement strategic thinking within your team.",Course,2021-07-10 16:19 UTC,N/A,false,N/A,
Code Clinic: R,"Successful programmers know more than just how to code. They also know how to think about solving problems. <em>Code Clinic</em> is a series of courses where our instructors solve the same problems using different programming languages. Here, Mark Niemann-Ross works with R. Throughout the course, Mark introduces challenges and then provides an overview of his solutions in R. Challenges include topics such as statistical analysis and accessing peripheral devices. Visit other courses in the series to see how to solve the same challenges in languages like C++, C#, JavaScript, PHP, Python, Ruby, Go, and Swift.",Course,2020-01-22 09:15 UTC,N/A,false,N/A,
Building a Personal Portfolio with Django,"Django—an open-source web framework that's designed on top of Python—can help you quickly bring your website ideas to life. In this course, learn the basics of Django for web development by building your own website—a personal portfolio—from the ground up. Instructor Nick Walter steps through how to create a database, design the layout for your website, and add and update URL paths. Learn how to connect your Django project to Postgres, add static files and URLs, and more.",Course,2019-03-14 17:37 UTC,N/A,false,N/A,
Node.js: Real-Time Web with Socket.IO,"Are you interested in building your own real-time web application, but unsure of how to get started? If so, this course can help by providing you with an overview of Socket.IO—a web library that enables real-time bidirectional event-based communication—and explaining how to use it to build a chat app with multiple rooms. Emmanuel Henri demonstrates how to create a server with Express and Socket.IO, code your front-end HTML, and create a chat with the emit function. He also covers how to add a namespace, code a new room within the namespace, and set up multiple rooms for your users.",Course,N/A,N/A,true,N/A,
Building RESTful Web APIs with Node.js and Express (2017),"Good news for JavaScript developers: Using Node.js and Express, you can build a web API to push and pull data from your applications via HTTP. You don't have to learn ASP.NET or Python. You don't even have to know that much about back-end programming. In this course, Emmanuel Henri shows how to create a simple, RESTful web API with these two popular JavaScript libraries. He shows how to set up the project, including the Express server and testing environment, and create the endpoints needed to add, update, and delete data from a MongoDB database. At the end of the course, he shows how to serve static files such as images with your new API, and explores additional libraries that can help streamline API development, such as Koa and LoopBack.",Course,N/A,N/A,true,N/A,
Managing Stress (2019),"A little stress can be motivational; a lot of stress can damage your health and your relationships. The good news is that with the right management techniques, you can reduce the amount of stress in your life. In this short course, Dr. Todd Dewett shares his tips for managing stress. Learn how to identify and assess your stress triggers, manage your responses more effectively, and make positive personal choices.",Course,2020-05-01 09:31 UTC,N/A,false,N/A,
Succeeding in DevOps,"DevOps engineer is one of the most in-demand tech jobs on the market. But since this role is still relatively new, aspiring DevOps engineers may have a somewhat murky understanding of what the position entails. In this course, Laura Stone clearly outlines what's expected of DevOps practitioners, as well as what it takes to become a DevOps engineer (and how to excel once you've landed the job). She begins by highlighting the basic qualifications and training needed to land a job as a DevOps practitioner. Next, she provides a technical roadmap for the skills needed to gain an entry-level role in DevOps; shares tips from a DevOps recruiter;  and provides steps for measuring progress and achieving your goals throughout your DevOps career.",Course,2020-10-20 06:53 UTC,N/A,false,N/A,
Data Cleaning in Python Essential Training (2021),"Do you need to understand how to keep data clean and well-organized for your company? In this course, instructor Miki Tebeka explains why clean data is so important, what can cause errors, and how to detect, prevent, and fix errors to keep your data clean. Miki explains the types of errors that can occur in data, as well as missing values or bad values in the data. He goes over how human errors, machine-introduced errors, and design errors can find their way into your data, then shows you how to detect these errors. Miki dives into error prevention, with techniques like digital signatures, data pipelines and automation, and transactions. He concludes with ways you can fix errors, including renaming fields, fixing types, joining and splitting data, and more.",Course,2022-04-08 11:02 UTC,N/A,false,N/A,
Project Management: Iterative Methods,"Agile project management allows you to produce smaller deliverables more frequently and efficiently, making it an excellent choice for teams that work in product development, programming, business analysis, and other collaborative areas. But it's a fragile process that requires the right scope, goals, and management. In this course, author and Project Management Professional Bob McGannon shows you the tools and techniques you need to successfully manage a project through the agile life cycle. Learn how to use agile for the right projects and then walk through the four major phases in the cycle, from scoping the work and designing your sprint structure to collecting requirements, managing the project without interfering in the rapid build process, adapting to feedback, and closing the project. In the bonus chapter, Bob discusses real-life challenges he has encountered running agile projects, giving you real-world perspective into the project life cycle.",Course,2018-07-28 14:34 UTC,2018-07-28 14:34 UTC,true,N/A,
11 Useful Tips for Regression Analysis,"If you need to sort through information to gain insights or make data-driven decisions, regression analysis is a helpful tool in almost any circumstance. On the most basic level, regression analysis reveals relationships between a dependent variable and a collection of independent variables in a fixed dataset. This is crucial for predicting and forecasting, and also helpful for inferring causal relationships between variables. In this course, Franz Buscha moves beyond the basics, showcasing several prominent tips and tricks that will allow you to not only build better regression models, but also present your results in a more impactful way. Through use of practical examples, Franz covers topics like weighted regressions, polynomial variables, and how to deal with missing data in your regression models.",Course,2021-08-01 03:42 UTC,N/A,false,N/A,
Predictive Analytics Essential Training: Estimating and Ensuring ROI,"Nothing is more important to the future of predictive analytics teams than proving their projects have long-term value. Measuring the return on investment (ROI) often can help turn analytics into a visible profit center for your organization. Estimating ROI early—before a project even begins—can also help fast-track approval. Here Keith McCormick shows how to address ROI both before and after the predictive model is built. Learn how to create your estimate before the project starts by estimating the overall size of the problem, assigning value to possible outcomes, and judging the impact of model performance. Keith then shows a different method for calculating ROI after the model is built, during the evaluation and deployment phases, and provides tips for the ongoing monitoring of the project. He also takes a retrospective look assessed one year after model deployment. These two strategies will give you the data you need to get buy-in for your projects and provide ongoing metrics on their performance.",Course,2021-05-26 01:17 UTC,N/A,false,N/A,
Scaling Applications with Microsoft Azure,"A key benefit of cloud services is the ability to scale to meet changing demands. In Microsoft Azure, developers need to understand autoscaling through roles, configurations, and appropriate code for various instances. In this course, instructor Tiago Costa introduces key autoscaling concepts and prepares developers for optimal configurations and coding, sharing best practices along the way. He explores scaling options in Microsoft Azure; demonstrates how to configure and write code for autoscale; and explains how to configure and develop code to implement Azure CDN.",Course,2021-08-02 15:45 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:176499,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:176499,Course,2017-01-26 03:10 UTC,N/A,false,N/A,
Java Memory Management,"By taking the time to learn how memory works in Java, you can avoid introducing problems in your code, as well as more effectively find and fix any memory errors that still occur. In this hands-on course, join instructor Matt Greencroft as he details how memory works in Java. Matt goes over essential concepts such as the roles of the stack and the heap, escaping references, garbage collection, detecting soft leaks, and more. Plus, he lends a real-world context to these concepts by demonstrating how to hunt for—and fix—a memory leak in a sample Java web application. While Matt works with Eclipse and Java 8 throughout the course, the material he covers is valid for any IDE and Java 6 and above.",Course,2020-04-03 10:14 UTC,N/A,false,N/A,
Apache PySpark by Example,"Want to get up and running with Apache Spark as soon as possible? If you're well versed in Python, the Spark Python API (PySpark) is your ticket to accessing the power of this hugely popular big data platform. This practical, hands-on course helps you get comfortable with PySpark, explaining what it has to offer and how it can enhance your data science work. To begin, instructor Jonathan Fernandes digs into the Spark ecosystem, detailing its advantages over other data science platforms, APIs, and tool sets. Next, he looks at the DataFrame API and how it's the platform's answer to many big data challenges. Finally, he goes over Resilient Distributed Datasets (RDDs), the building blocks of Spark.",Course,2022-09-14 17:51 UTC,2021-07-29 16:07 UTC,false,N/A,
Stepping Up Your Webcam Video Presence,"Nearly everyone has a webcam, but many people don’t put the effort into enhancing their webcam video presence. But with just a few relatively easy and inexpensive tweaks, you can capture well-composed, well-lit shots with great audio using the humble webcam. In this course, senior staff instructor Ashley Kennedy shows you how to represent your best self in meetings, as well as presentations, trainings, vlogs, interviews, demos, Q&As, and other types of web videos. Learn basic strategies for optimizing your system and your webcam, staging and lighting your shot, capturing high-quality audio, scripting and rehearsing for big-stakes webcam presentations, and more.",Course,2021-12-15 13:00 UTC,N/A,false,N/A,
Mindfulness Practices,"Mindfulness helps you be more effective in today’s busy world.  It reduces stress, increases focus, and improves your ability to deal with challenges, both at work and at home. With regular practice, mindfulness can change the course of your life. Practice with executive coach Henna Inam as she leads you in guided exercises that expand emotional intelligence, grow self-confidence, and build stronger relationships.  With these practices, you can actually experience in-the-moment inspiration, learn how to deal with difficult people, manage change, and confront fears. Each lesson is tied to an accompanying practice, which will help you change the structure of your brain to respond better to stressors. Our world is changing rapidly. Evolve your mind to handle challenges with confidence.",Course,2021-10-24 14:55 UTC,N/A,false,N/A,
Project Leadership,"Technical skills are essential for anyone in project management, but it's effective leadership that takes a project manager from good to great. In this course, join instructor Cyndi Snyder Dionisio as she delves into the different facets of project leadership. Learn how to lead projects more effectively by establishing a high-level project vision, motivate and develop your team, and apply emotional intelligence as you carry out your projects. Cyndi also goes over the common traits of high-performing teams, as well as the actions and behaviors you can apply to help your team achieve peak performance.",Course,N/A,N/A,true,N/A,
Google Cloud Storage and Data Essential Training,"The Google Cloud Platform provides a rich big-data environment, offering a wide range of options for asset and data storage. In this course with expert Joseph Lowery, you'll learn how to use Cloud Storage features to build or expand your infrastructure. After an overview of the platform, Joe dives into creating your first project with Cloud Storage and then explores managing MySQL databases with Cloud SQL. Need to store and analyze larger amounts of information? Google has solutions for that, too: Cloud Datastore and BigQuery, which Joseph reviews in detail. In the final chapter, he'll show how to analyze your data programmatically with Python.",Course,N/A,N/A,true,N/A,
PHP for Web Designers,"There are many great reasons to learn PHP. You can reduce manual updates to webpages, get user input, and connect to a database of products or other information. But some web designers are intimidated by the theory and jargon. <em>PHP for Web Designers</em> is different. Author David Powers provides a gentle introduction to PHP, through a series of simple exercises that help you develop fully functional dynamic webpages—all powered by PHP. Learn how to reduce website maintenance by moving common page elements to external server-side include files, change content automatically depending on the date or time, display alternate text, gather user input from a form, and link to a database to display product information. The final chapter is dedicated to understanding error messages and fixing their root causes.<br><br>

Note: This course was recorded with Adobe Dreamweaver, but you can use the code editor of your choice to follow along.",Course,N/A,N/A,true,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:181242,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:181242,Course,N/A,N/A,true,N/A,
Executive Influence,"You probably already know many ways to exert influence. Methods like reason, authority, and scarcity are often effective ways to get people to do what you want.
But the best leaders go beyond regular influence, in who, how, when, and why they influence, and how they extend their influence. In this course, John Ullmen details the concept of executive influence. While regular influence centers around using tactics to get tasks done, executive influence adds to that, energizing people to create possibilities for the next task and beyond. As John explains, the more chaotic and dynamic your leadership challenges become, the more you need executive influence to succeed. John shares his executive influence roadmap, using real-world examples from exceptional leaders he’s coached, and details tools you can use to generate better outcomes and multiply your positive influence when regular influence techniques are not enough.",Course,2022-02-07 06:26 UTC,2022-02-07 05:45 UTC,false,N/A,
Google Cloud Compute Engine Essential Training,"Why run a local server? Why let ISPs cap your bandwidth? Use Google's cloud-based Compute Engine to buy as much computing power as you need, when you need it, and for only as long as you need it. In this course, author Joseph Lowery shows how Compute Engine fits within the Google framework, and steps through project development in Compute Engine with two languages (JavaScript and Python), demonstrating how Google's virtual machines are managed programmatically. He also shows you how to coordinate resources and perform mission-critical tasks like load balancing.",Course,N/A,N/A,true,N/A,
Data Engineering Foundations,"<p>Data science can be generally defined as the process of making data useful, and data engineering is a key part of how and why. If you think of data science like a race car, the data engineers are the pit crew. They’re not driving the car, but they make the car much easier to drive. Data engineers make sure the data flow is running smoothly, monitor systems, anticipate problems, and repair the data pipeline whenever problems arise. They extract and gather data from multiple sources and load it into a single, easy-to-query database. In short, data engineers make data scientists’ lives easier.<p></p>In this course, Harshit Tyagi explains the fundamentals of data engineering. He covers key topics like data wrangling, database schema, and developing ETL pipelines. He also details several data engineering tools like Hive, Hadoop, Spark, and Airflow. By the end of this course, it should be abundantly clear why the data engineer is one of the most valuable people in a data-driven organization.</p>",Course,2021-05-26 01:15 UTC,N/A,false,N/A,
What Is Generative AI?,"<p>Whether you work in film, marketing, healthcare, automobile, or real-estate, generative AI is changing the way your job is executed, and those who adapt early will reap its benefits sooner. All professions will be affected by generative AI. Its invention can be compared to the invention of photography, a true creative revolution. If you want to be part of the leaders that are advancing this revolution, this course can get you started on your learning journey.</p><p>In this course, generative AI expert Pinar Seyhan Demirdag covers the basics of generative AI, with topics including what it is, how it works, how to create your own content, different types of models, future predictions, and ethical implications.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/career-essentials-in-generative-ai-by-microsoft-and-linkedin"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2023-06-21 08:33 UTC,N/A,false,N/A,
Motivating Your Team to Learn,"Getting employees to engage with training is hard. Adult learners don’t have the same time and energy as full-time students. By understanding what motivates people to acquire a new skill—whether it's a new procedure, an updated piece of software, or retraining for a new job entirely—you can break down barriers to learning and create more effective training with greater participation. In this course, Stefan Mumaw provides 10 tips to build engagement into your L&D. Find out how to make your program’s value clear, engage your employees’ senses, improve the relevance of training, add some friendly competition, and more. He also explores the psychology of motivation, so you can understand what your learners really want from training—and use it to create stronger learning strategies.",Course,2022-03-09 08:58 UTC,N/A,false,N/A,
UX Foundations: Prototyping (2017),"Prototyping allows designers to quickly and inexpensively explore multiple iterations of designs. Prototypes can be submitted for testing and feedback, leading to better experiences for the business and for users. That's why prototyping is a fundamental skill for any UX designer.<br><br>

Explore the benefits, techniques, and tools of prototyping in this introductory course with designer Diane Cronenwett. Diane covers the basics of building effective prototypes with the right ""fidelity,"" and getting more valuable feedback from your design testing. Learn how to build simple, satisfying prototypes on paper, and use digital prototyping tools like Moqups, InVision, and Axure to add interactivity and animation.",Course,2018-07-31 13:19 UTC,2018-07-31 13:15 UTC,false,N/A,
Tableau Essential Training (2020.1),"Tableau is a widely used data analytics and visualization tool that many consider indispensable for data-science-related work. Its drag-and-drop interface makes it easy to sort, compare, and analyze data from multiple sources, including Excel, SQL Server, and cloud-based data repositories. In this course, learn what you need to know to analyze and display data using Tableau 2020—and make better, more data-driven decisions for your company. Discover how to install Tableau, connect to data sources, and sort and filter your data. Instructor Curt Frye also demonstrates how to create and manipulate data visualizations—including highlight tables, charts, scatter plots, histograms, maps, and dashboards—and shows how to share your visualizations. Along the way, he highlights the new features packed into this edition of the software, including Viz Animations, which allows you to visually follow the movement of marks in a data visualization to see and understand your changing data.",Course,2021-08-05 07:21 UTC,N/A,false,N/A,
Introduction to Generative AI with GPT,"<p>Generative Pre-trained Transformer 4 (GPT-4) represents a leap in artificial intelligence. It is a hot topic in technology and, to a degree, in society as a whole. As an autoregressive language model, GPT-4 uses deep learning to produce human-like text. In this course, award-winning technology leader Dr. Jonathan Reichental focuses on the role of artificial intelligence in business, with particular emphasis on GPT-4. Get some background and history on AI and OpenAI. Explore what GPT-4 is, as well as some examples of its applications. Dive into some of the challenges and limitations of GPT-4 and AI, in general. Plus, get practical advice on skills and careers in AI, and identify steps you and your organization can take next. </p>",Course,2024-10-15 09:07 UTC,N/A,false,N/A,
Understanding Business,"<p>Learn the foundational concepts underlying all businesses, small to large. Arizona State University professor Eddie Davila covers all the basics, explaining concepts such as how revenues and costs influence a company's profit and which teams play a key role in any organization's success. He then provides a basic explanation of how finance teams operate in a business, so that you can better understand what drives financial decisions in an organization. He also reviews how companies communicate with customers via marketing and branding; how supply chains function in an organization; and how accounting, HR, and IT teams work to manage an organization's money, employees, and information.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/business-foundations-for-nurses-professional-certificate-by-american-nurses-association"" target=""_blank"">Professional Certificate</a> from the American Nurses Association.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/entrepreneurship-learning-pathway"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2022-11-23 04:35 UTC,2022-02-09 12:30 UTC,false,N/A,
Statistics Foundations 1: The Basics,"<p>Statistics is not just the realm of data scientists. All types of jobs use statistics. Statistics are important for making decisions, new discoveries, investments, and predictions. Whether the subject is political races, sports rankings, shopping trends, or healthcare advancements, statistics is an instrument for understanding your favorite topic at a deeper level. In this course, Professor Eddie Davila offers beginner-level lessons, so you too can master the terms, formulas, and techniques needed to perform the most common types of statistics.</p><p>Eddie covers several examples of data and charts. He explains how to find the middle of your data set, as well as the mean and median. He introduces range, then goes into standard deviation and what to do with outliers. These techniques help you understand your data, prove theories, and save time, money, and other valuable resources—all by understanding the numbers.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/anaconda-python-for-data-science-professional-certificate"" target=""_blank"">Professional Certificate</a> from Anaconda.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/statistics-foundations-professional-certificate-by-wolfram-research"" target=""_blank"">Professional Certificate</a> from Wolfram Research.</p>",Course,2022-02-06 10:26 UTC,2022-02-02 17:49 UTC,false,N/A,
Data Science Foundations: Fundamentals (2019),"Data science is driving a world-wide revolution that touches everything from business automation to social interaction. It’s also one of the fastest growing, most rewarding careers, employing analysts and engineers around the globe. This course provides an accessible, nontechnical overview of the field, covering the vocabulary, skills, jobs, tools, and techniques of data science. Instructor Barton Poulson defines the relationships to other data-saturated fields such as machine learning and artificial intelligence. He reviews the primary practices: gathering and analyzing data, formulating rules for classification and decision-making, and drawing actionable insights. He also discusses ethics and accountability and provides direction to learn more. By the end, you’ll see how data science can help you make better decisions, gain deeper insights, and make your work more effective and efficient.",Course,2021-04-23 10:14 UTC,N/A,false,N/A,
SAS® 9.4 Cert Prep: Part 09 Summarizing Data,"Want to get ahead in a crowded job market? Get certified with SAS. This course is part of a series by the SAS Institute, designed to prepare you for the SAS 9.4 certification exam. Here you can explore techniques for summarizing data using the SAS DATA step. Instructor Stacey Syphus explains how to alter the behavior of the DATA step to create an accumulating column—also known as a running total—and process data in groups, so that you can perform an action when a group begins or ends.<br><br>This course was created by <a href=""https://www.sas.com/en_us/certification.html"" target=""_blank"">SAS Institute</a>. We are pleased to offer this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAGYTN9saUg16QN-ciMrxZ6dnCg.jpg"" height=""50%"" width=""50%"">",Course,2021-10-13 13:52 UTC,2021-10-13 09:05 UTC,true,N/A,
SAS® 9.4 Cert Prep: Part 06 Exporting Results,"Want to get ahead in a crowded job market? Get certified with SAS. This course is part of a series by the SAS Institute, designed to prepare you for the SAS 9.4 certification. The following videos introduce you to methods that you can use to convert your SAS tables and reports into accessible formats, including CSV, Excel, and PDF. Instructor Stacey Syphus explains how to use the export command to kick off your data output pipeline, use the SAS output delivery system, and export your analysis results into CSV, Excel, PowerPoint, Word, and PDF files.<br><br>This course was created by <a href=""https://www.sas.com/en_us/certification.html"" target=""_blank"">SAS Institute</a>. We are pleased to offer this training in our library. <br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAGYTN9saUg16QN-ciMrxZ6dnCg.jpg"" height=""50%"" width=""50%"">",Course,2021-10-11 13:44 UTC,2021-10-11 13:20 UTC,true,N/A,
SAS® 9.4 Cert Prep: Part 07 Using SQL in SAS,"Want to get ahead in a crowded job market? Get certified with SAS. This course is part of a series by the SAS Institute, designed to prepare you for the SAS 9.4 certification. The following videos introduce you to methods to integrate the power of SQL programming with SAS. Instructor Stacey Syphus explains how SQL fits in the SAS pipeline and shows how to use SQL to filter and sort output and create and delete tables. Plus, learn how to join tables with SQL to easily combine your data.<br><br>This course was created by <a href=""https://www.sas.com/en_us/certification.html"" target=""_blank"">SAS Institute</a>. We are pleased to offer this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAGYTN9saUg16QN-ciMrxZ6dnCg.jpg"" height=""50%"" width=""50%"">",Course,2021-10-12 11:11 UTC,2021-10-12 11:09 UTC,true,N/A,
UX Foundations: Usability Testing,"Run your own basic usability testing to find out just what your users need from your website, application, or device—and learn where to focus design improvements to have the biggest impact. Instructor Chris Nodder shows how to design a study so that it answers your questions, how to recruit the right participants, and how to set up the test environment. The course also teaches you how to moderate and observe a usability test, interact with participants and ask the right kind of questions, and then analyze the results and share them with your team in a meaningful way.",Course,2018-08-09 13:19 UTC,2018-08-09 13:18 UTC,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:519668,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:519668,Course,N/A,N/A,true,N/A,
Programmatic Advertising Foundations (2020),"Programmatic advertising automates digital media buying. By using software and algorithms to select buys, your ad placement becomes more nimble and efficient. You can be exactly where the customer is—instantly. In this course you can learn the fundamentals of programmatic advertising. Instructor Matt Bailey shows how online tracking works; explains how to target audiences by different criteria; and reviews the roles advertisers and publishers play in the digital advertising space. Discover how to use first- and third-party data, including cookies and trackers, in your campaigns and reach the right audience, at the right time, on the right device. Learn how to target audiences based on behavior, location, content, and context—and discover the impact of the Google decision to eliminate third-party tracking. Matt also explains how to detect and screen out ad fraud using campaign reports and blacklists.",Course,2021-09-02 12:42 UTC,N/A,false,N/A,
Managing To-Do Lists,"Discover top techniques for tracking to-dos on paper as well as apps for effectively managing your digital to-do lists. Organization expert Suzanna Kaye explains how to approach to-do lists and prioritize items using various proven techniques. She then explores the top five apps for digital to-do list management, exploring their strengths, weaknesses, and functionality.",Course,2017-10-31 06:16 UTC,N/A,false,N/A,
Change Management for Projects,"For a change initiative to succeed, project managers must effectively support those affected by the change during the project. In this course, instructor Claudine Peet discusses the importance of planning change management activities for a project, sharing tips and techniques that can help you confidently approach the people side of project management. Claudine goes over change management roles and activities in the project management lifecycle, as well as techniques for grappling with the effects of change on individuals. She details what type of resistance to look out for and how to tackle it effectively; how to train people with different learning styles; how to plan change communications; how to deal with team members who lack motivation; and more.",Course,N/A,N/A,true,N/A,
Optimize Your Resume for Applicant Tracking Systems,"Job seekers typically understand that there's some sort of digital barrier standing between them and the jobs they see advertised online. And they know they need to use keywords to overcome it. But many aren't familiar with applicant tracking systems (ATS)—the software that acts as a gatekeeper for companies and recruiting agencies. In this course, career strategist Jenny Foss explains how recruiters use this software, as well as how to create a winning resume—one that’s not just a compelling read for recruiters, but also optimized for the ATS. Discover how applicant tracking systems work and how to select keywords to maximize your chances for success. Explore how your choice of formatting, fonts, and graphics can trip up the ATS. Plus, learn about the best type of resume for the ATS, as well as how to rework your own resume to ensure it gets into the hands of the right person.",Course,2021-02-02 06:49 UTC,N/A,false,N/A,
